"Task Aware Debugger for GDB" version 11.4.0 (202108190644)
(c) 2016-2021 NXP Semiconductors, Inc.
==================================
19:50:39.996 INFO: [TadModel] DSF session ID 0 has started.
19:50:45.868 INFO: [TadState] TAD state changed: DEBUG_STARTED -> DEBUG_INIT_0 (RESUMED, USER_REQUEST)
19:50:45.887 INFO: [TadState] TAD state changed: DEBUG_INIT_0 -> DEBUG_INIT_1 (SUSPENDED, SIGNAL)
19:50:46.666 INFO: [TadState] TAD state changed: DEBUG_INIT_1 -> DEBUG_SUSPENDED (RESUMED, USER_REQUEST)
19:50:46.864 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_SUSPENDED (SUSPENDED, BREAKPOINT)
19:51:05.232 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
19:51:05.320 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
19:51:18.279 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
19:51:18.358 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
19:51:19.102 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
19:51:19.184 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
19:51:19.655 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
19:51:19.734 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
19:51:19.973 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
19:51:20.59 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
19:51:23.485 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
19:51:23.559 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
19:51:24.562 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
19:51:24.636 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
19:51:25.881 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
19:51:25.955 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
19:51:26.777 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
19:51:26.849 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
19:51:27.518 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
19:51:27.585 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
19:51:28.197 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
